aX,aY,aZ,gX,gY,gZ
0.620,-0.562,-0.545,6.287,-1.648,-0.549
0.579,-0.559,-0.606,8.179,-1.892,-0.793
0.562,-0.556,-0.672,7.935,-1.648,0.000
0.558,-0.552,-0.699,4.883,-1.465,1.099
0.556,-0.537,-0.690,0.793,-0.427,1.526
0.572,-0.526,-0.660,-2.686,-0.061,2.319
0.599,-0.509,-0.626,-5.310,0.549,2.930
0.616,-0.493,-0.578,-5.493,1.343,2.747

0.162,0.330,0.965,-55.908,-25.146,4.944
0.148,0.340,0.942,-54.260,-23.071,7.446
0.142,0.357,0.907,-53.223,-20.264,10.254
0.153,0.367,0.869,-52.734,-17.456,12.878
0.176,0.385,0.841,-54.321,-15.381,14.771
0.195,0.408,0.826,-57.373,-14.893,15.259
0.221,0.436,0.815,-61.035,-15.503,14.587
0.243,0.462,0.813,-64.636,-17.578,12.817
0.236,0.481,0.826,-68.298,-21.851,9.583
0.200,0.478,0.843,-70.007,-26.855,5.737
0.152,0.464,0.856,-71.045,-30.823,2.991
0.132,0.455,0.882,-73.547,-32.410,2.869
0.120,0.459,0.915,-77.087,-31.311,3.906
0.144,0.459,0.979,-80.811,-28.870,5.249
0.178,0.474,1.067,-84.351,-27.527,6.592
0.233,0.487,1.162,-85.999,-27.893,7.080
0.281,0.506,1.256,-85.144,-29.663,5.432
0.309,0.527,1.336,-80.017,-33.752,2.258
0.300,0.533,1.393,-71.289,-38.818,-1.221
0.264,0.513,1.440,-60.120,-42.847,-4.395
0.242,0.495,1.491,-49.316,-43.335,-6.897
0.218,0.474,1.557,-39.734,-39.856,-8.606
0.194,0.451,1.631,-30.212,-35.461,-9.583
0.175,0.441,1.711,-19.592,-31.616,-8.545
0.165,0.434,1.796,-8.118,-28.503,-5.676
0.165,0.441,1.890,4.395,-25.146,-2.869
0.173,0.463,1.993,19.409,-20.508,0.061
0.207,0.483,2.117,36.011,-14.343,3.540
0.236,0.519,2.270,53.223,-7.202,6.104
0.251,0.592,2.424,73.547,-3.052,8.301
0.288,0.649,2.537,100.647,1.038,10.437
0.324,0.628,2.713,130.920,9.094,11.108
0.294,0.613,2.837,161.377,18.250,8.545
0.219,0.609,2.899,195.496,25.085,7.263
0.182,0.628,2.916,227.905,30.029,7.935
0.153,0.660,2.980,252.319,39.551,8.423
0.074,0.718,3.036,272.278,56.458,6.653
0.002,0.805,3.047,292.847,75.012,6.470
-0.028,0.890,3.060,314.270,94.666,10.010
-0.031,0.949,3.056,334.351,116.150,12.512
-0.044,0.989,3.068,351.562,136.108,12.207
-0.114,1.033,3.186,364.136,150.085,12.451
-0.203,1.135,3.336,375.549,159.973,14.160
-0.278,1.238,3.412,391.785,174.194,15.320
-0.390,1.295,3.430,412.903,193.298,13.123
-0.540,1.391,3.331,439.331,205.078,15.198
-0.604,1.453,3.099,471.313,208.191,27.344
-0.653,1.470,2.798,498.779,218.872,38.879
-0.642,1.507,2.427,515.381,231.873,46.570
-0.643,1.467,2.072,522.949,245.422,53.040
-0.667,1.477,1.771,519.043,261.841,56.396
-0.655,1.538,1.535,508.728,272.278,59.998
-0.596,1.598,1.354,501.343,274.292,62.927
-0.638,1.645,1.197,494.690,269.836,58.716
-0.755,1.655,1.042,490.784,257.141,52.856
-0.857,1.533,0.932,487.976,241.943,54.626
-0.939,1.489,0.810,473.694,232.361,59.937
-0.964,1.462,0.685,452.759,232.300,66.223
-0.954,1.458,0.544,429.443,237.671,71.167
-0.968,1.510,0.458,406.189,240.295,73.303
-1.012,1.614,0.357,388.062,239.319,78.918
-0.961,1.711,0.162,378.113,236.389,86.731
-0.822,1.781,-0.264,371.643,231.567,89.661
-0.692,1.786,-0.832,364.929,213.196,82.092
-0.637,1.800,-1.365,347.107,183.838,68.848
-0.594,1.776,-1.756,319.214,159.485,56.580
-0.558,1.690,-2.036,286.865,143.982,48.157
-0.489,1.609,-2.256,255.493,132.019,36.621
-0.379,1.559,-2.417,223.328,116.333,24.292
-0.229,1.438,-2.539,194.580,90.088,14.404
-0.110,1.267,-2.673,166.565,59.937,1.465
-0.037,1.048,-2.655,133.789,28.442,-14.465
0.053,0.737,-2.448,98.022,3.601,-26.733
0.172,0.404,-2.082,59.814,-4.517,-33.081
0.284,0.123,-1.609,22.583,0.061,-33.142
0.423,-0.149,-1.149,-6.226,8.911,-25.635
0.548,-0.391,-0.794,-24.414,18.799,-17.944
0.565,-0.573,-0.550,-31.799,23.437,-12.817
0.524,-0.697,-0.383,-28.992,21.240,-8.911
0.463,-0.763,-0.333,-18.127,18.860,-4.883
0.404,-0.729,-0.422,-5.859,17.700,-1.465
0.335,-0.631,-0.610,6.958,15.076,3.845
0.342,-0.560,-0.803,18.921,10.315,11.658
0.351,-0.466,-0.956,23.254,5.554,18.433
0.404,-0.347,-1.120,18.555,3.296,22.400
0.467,-0.270,-1.205,8.545,6.775,25.208
0.517,-0.179,-1.169,-4.089,10.071,27.771
0.577,-0.098,-1.076,-15.015,10.925,26.917
0.636,-0.099,-0.978,-19.592,8.667,22.705
0.714,-0.168,-0.843,-19.592,3.906,17.029
0.767,-0.236,-0.689,-18.738,-0.427,10.071
0.778,-0.306,-0.561,-15.869,-2.808,3.174
0.760,-0.394,-0.472,-10.315,-3.235,-1.831
0.724,-0.468,-0.426,-4.883,-3.235,-3.723
0.678,-0.499,-0.439,-0.793,-2.502,-4.028
0.622,-0.503,-0.505,3.357,-0.305,-3.906
0.567,-0.501,-0.613,7.874,0.488,-3.662
0.519,-0.490,-0.732,10.559,0.122,-4.028
0.483,-0.461,-0.806,10.132,-1.038,-4.150
0.455,-0.431,-0.846,7.263,-2.930,-4.089
0.465,-0.417,-0.865,3.113,-4.333,-3.723
0.480,-0.392,-0.847,-1.892,-3.845,-2.930
0.516,-0.391,-0.783,-5.859,-3.174,-0.671
0.568,-0.411,-0.706,-7.812,-3.418,1.282
0.601,-0.424,-0.642,-7.629,-3.601,2.319
0.647,-0.452,-0.617,-5.005,-4.211,2.625
0.675,-0.472,-0.610,-2.502,-4.517,1.465
0.684,-0.479,-0.622,-0.671,-5.493,-0.061
0.677,-0.475,-0.637,0.366,-5.493,-1.709
0.642,-0.458,-0.652,0.916,-5.371,-2.502
0.601,-0.443,-0.669,1.465,-4.578,-1.648
0.578,-0.424,-0.704,1.892,-3.052,0.732
0.570,-0.418,-0.742,2.014,-1.526,3.357
0.574,-0.407,-0.760,1.099,-1.282,4.822
0.581,-0.413,-0.752,0.610,-2.502,4.578
0.580,-0.426,-0.738,1.099,-4.883,3.052
0.578,-0.456,-0.723,1.831,-6.836,1.465
0.566,-0.467,-0.709,1.343,-7.507,0.122
0.559,-0.473,-0.685,0.488,-7.141,0.366


